tl,hanzi,frequency,poj,tl_num,poj_num
bîn,民,11383,bîn,bin5,bin5
khuán,款,11269,khoán,khuan2,khoan2
siōng,上,11260,siōng,siong7,siong7
sí,死,11257,sí,si2,si2
lóng,攏,11219,lóng,long2,long2
sin,身,10865,sin,sin1,sin1
suann,山,10820,soaⁿ,suann1,soann1
tshia,車,10763,chhia,tshia1,chhia1
thiann,聽,10741,thiaⁿ,thiann1,thiann1
bu̍t,物,10612,bu̍t,but8,but8
hiong,鄉,10443,hiong,hiong1,hiong1
kè,過,10205,kè,ke3,ke3
siann,聲,10175,siaⁿ,siann1,siann1
in,因,10098,in,in1,in1
sin,新,10069,sin,sin1,sin1
uan,灣,9981,oan,uan1,oan1
ba̍k,目,9818,ba̍k,bak8,bak8
khui,開,9713,khui,khui1,khui1
sing,生,9626,seng,sing1,seng1
si̍t,實,9621,si̍t,sit8,sit8
hong,風,9297,hong,hong1,hong1
tsîng,情,9238,chêng,tsing5,cheng5
kám,感,9228,kám,kam2,kam2
pe̍h,白,9226,pe̍h,peh8,peh8
king,經,9218,keng,king1,keng1
jī,字,9159,jī,ji7,ji7
huat,發,9126,hoat,huat4,hoat4
kim,金,9080,kim,kim1,kim1
iánn,影,9036,iáⁿ,iann2,iann2
bóo,某,9022,bó͘,boo2,boo2
siū,受,8975,siū,siu7,siu7
tshù,厝,8959,chhù,tshu3,chhu3
iáu,猶,8915,iáu,iau2,iau2
tsóng,總,8896,chóng,tsong2,chong2
tsai,知,8879,chai,tsai1,chai1
tíng,頂,8873,téng,ting2,teng2
tio̍h,着,8871,tio̍h,tioh8,tioh8
oo,烏,8830,o͘,oo1,oo1
tuē,地,8822,tōe,tue7,toe7
tē,地,8822,tē,te7,te7
tōng,動,8786,tōng,tong7,tong7
sîn,神,8753,sîn,sin5,sin5
lo̍h,落,8749,lo̍h,loh8,loh8
nih,呢,8729,nih,nih4,nih4
sió,小,8653,sió,sio2,sio2
huà,化,8649,hòa,hua3,hoa3
hun,分,8581,hun,hun1,hun1
tsi̍t,疾,8554,chi̍t,tsit8,chit8
tsū,自,8553,chū,tsu7,chu7
im,音,8544,im,im1,im1
kah,甲,8530,kah,kah4,kah4
sinn,生,8389,siⁿ,sinn1,sinn1
tsînn,錢,8339,chîⁿ,tsinn5,chinn5
hái,海,8273,hái,hai2,hai2
tng,當,8208,tng,tng1,tng1
bîng,明,8206,bêng,bing5,beng5
siánn,啥,8104,siáⁿ,siann2,siann2
tsok,作,8045,chok,tsok4,chok4
siá,寫,7896,siá,sia2,sia2
hàn,漢,7881,hàn,han3,han3
mn̂g,門,7855,mn̂g,mng5,mng5
guân,原,7811,goân,guan5,goan5
kiò,叫,7760,kiò,kio3,kio3
tè,帝,7740,tè,te3,te3
hue,花,7690,hoe,hue1,hoe1
an,安,7594,an,an1,an1
kiàn,見,7496,kiàn,kian3,kian3
siūnn,想,7440,siūⁿ,siunn7,siunn7
sîng,成,7428,sêng,sing5,seng5
kiánn,囝,7404,kiáⁿ,kiann2,kiann2
ti,知,7399,ti,ti1,ti1
bí,美,7337,bí,bi2,bi2
tsiūnn,上,7319,chiūⁿ,tsiunn7,chiunn7
sìn,信,7276,sìn,sin3,sin3
tē,第,7248,tē,te7,te7
tīng,定,7244,tēng,ting7,teng7
kín,緊,7239,kín,kin2,kin2
thian,天,7219,thian,thian1,thian1
kú,久,7160,kú,ku2,ku2
tshài,菜,7141,chhài,tshai3,chhai3
ka,加,7091,ka,ka1,ka1
ti̍t,直,7087,ti̍t,tit8,tit8
tō,道,7076,tō,to7,to7
bé,馬,7067,bé,be2,be2
ua̍h,活,7040,oa̍h,uah8,oah8
tiám,點,7036,tiám,tiam2,tiam2
sióng,想,7002,sióng,siong2,siong2
hiān,現,6999,hiān,hian7,hian7
giân,言,6993,giân,gian5,gian5
bú,母,6956,bú,bu2,bu2
lah,啦,6933,lah,lah4,lah4
li̍k,力,6904,le̍k,lik8,lek8
kháu,口,6893,kháu,khau2,khau2
kiann,驚,6862,kiaⁿ,kiann1,kiann1
uī,位,6819,ūi,ui7,ui7
pháinn,歹,6780,pháiⁿ,phainn2,phainn2
lâm,南,6771,lâm,lam5,lam5
tsú,子,6716,chú,tsu2,chu2
tsiah,即,6699,chiah,tsiah4,chiah4
sìng,性,6699,sèng,sing3,seng3
tiān,電,6698,tiān,tian7,tian7
thinn,天,6685,thiⁿ,thinn1,thinn1
tsá,早,6579,chá,tsa2,cha2
àm,暗,6574,àm,am3,am3
siōng,像,6566,siōng,siong7,siong7
thong,通,6564,thong,thong1,thong1
miâ,名,6546,miâ,mia5,mia5
iàu,要,6521,iàu,iau3,iau3
tik,的,6480,tek,tik4,tek4
lūn,論,6468,lūn,lun7,lun7
bé,尾,6428,bé,be2,be2
tshing,清,6424,chheng,tshing1,chheng1
tsiá,者,6376,chiá,tsia2,chia2
tsáu,走,6360,cháu,tsau2,chau2
sik,色,6336,sek,sik4,sek4
ki,機,6318,ki,ki1,ki1
tsì,誌,6282,chì,tsi3,chi3
tsìng,政,6271,chèng,tsing3,cheng3
ìng,應,6270,èng,ing3,eng3
piàn,變,6266,piàn,pian3,pian3
pak,北,6253,pak,pak4,pak4
siā,社,6244,siā,sia7,sia7
miā,命,6224,miā,mia7,mia7
siông,常,6189,siông,siong5,siong5
sian,先,6185,sian,sian1,sian1
pò,報,6183,pò,po3,po3
su,師,6182,su,su1,su1
tōo,度,6182,tō͘,too7,too7
hîng,行,6167,hêng,hing5,heng5
pài,拜,6127,pài,pai3,pai3
lín,恁,6106,lín,lin2,lin2
kái,解,6019,kái,kai2,kai2
hōo,后,5946,hō͘,hoo7,hoo7
ji̍p,入,5922,ji̍p,jip8,jip8
kì,記,5887,kì,ki3,ki3
kan,間,5883,kan,kan1,kan1
king,間,5883,keng,king1,keng1
tsuân,全,5864,choân,tsuan5,choan5
kuan,關,5852,koan,kuan1,koan1
í,已,5841,í,i2,i2
hé,火,5835,hé,he2,he2
khóo,苦,5829,khó͘,khoo2,khoo2
sè,世,5826,sè,se3,se3
lé,禮,5818,lé,le2,le2
thê,提,5795,thê,the5,the5
bû,無,5793,bû,bu5,bu5
ūn,運,5740,ūn,un7,un7
pí,比,5713,pí,pi2,pi2
hí,喜,5697,hí,hi2,hi2
khai,開,5693,khai,khai1,khai1
ge̍h,月,5651,ge̍h,geh8,geh8
lī,利,5627,lī,li7,li7
khue,溪,5577,khoe,khue1,khoe1
jiân,然,5569,jiân,jian5,jian5
khang,空,5567,khang,khang1,khang1
tsîng,前,5527,chêng,tsing5,cheng5
sit,失,5517,sit,sit4,sit4
âng,紅,5474,âng,ang5,ang5
kiânn,行,5462,kiâⁿ,kiann5,kiann5
ha̍p,合,5457,ha̍p,hap8,hap8
tsa,查,5445,cha,tsa1,cha1
tńg,轉,5374,tńg,tng2,tng2
tshī,市,5352,chhī,tshi7,chhi7
pinn,邊,5350,piⁿ,pinn1,pinn1
thuân,傳,5340,thoân,thuan5,thoan5
bān,萬,5320,bān,ban7,ban7
tsìn,進,5302,chìn,tsin3,chin3
tsiàu,照,5261,chiàu,tsiau3,chiau3
hî,魚,5259,hî,hi5,hi5
thué,體,5258,thóe,thue2,thoe2
thé,體,5258,thé,the2,the2
khó,可,5215,khó,kho2,kho2
li̍p,立,5214,li̍p,lip8,lip8
ông,王,5200,ông,ong5,ong5
kau,交,5192,kau,kau1,kau1
tsuán,轉,5189,choán,tsuan2,choan2
lô,羅,5188,lô,lo5,lo5
pōo,部,5174,pō͘,poo7,poo7
tông,同,5164,tông,tong5,tong5
hū,父,5148,hū,hu7,hu7
hō,號,5140,hō,ho7,ho7
puànn,半,5103,pòaⁿ,puann3,poann3
tsiân,前,5066,chiân,tsian5,chian5
kiat,結,5066,kiat,kiat4,kiat4
sann,三,5056,saⁿ,sann1,sann1
pó,保,5027,pó,po2,po2
gī,義,5025,gī,gi7,gi7
tsâi,才,5020,châi,tsai5,chai5
kue,雞,5020,koe,kue1,koe1
tsheh,冊,5017,chheh,tsheh4,chheh4
hong,方,5014,hong,hong1,hong1
tiûnn,場,5008,tiûⁿ,tiunn5,tiunn5
jia,遮,5007,jia,jia1,jia1
hok,福,5005,hok,hok4,hok4
siu,收,5000,siu,siu1,siu1
gû,牛,5000,gû,gu5,gu5
tiúnn,長,4989,tiúⁿ,tiunn2,tiunn2
kap,鴿,4927,kap,kap4,kap4
kui,規,4915,kui,kui1,kui1
mn̄g,問,4872,mn̄g,mng7,mng7
bián,免,4861,bián,bian2,bian2
sǹg,算,4853,sǹg,sng3,sng3
ko,高,4846,ko,ko1,ko1
suah,煞,4845,soah,suah4,soah4
jī,二,4841,jī,ji7,ji7
thóo,土,4794,thó͘,thoo2,thoo2
suán,選,4775,soán,suan2,soan2
hā,下,4750,hā,ha7,ha7
ē,下,4750,ē,e7,e7
san,山,4739,san,san1,san1
iû,油,4709,iû,iu5,iu5
pōo,步,4691,pō͘,poo7,poo7
piáu,表,4675,piáu,piau2,piau2
tsháu,草,4667,chháu,tshau2,chhau2
sì,四,4665,sì,si3,si3
tsí,子,4660,chí,tsi2,chi2
iú,友,4656,iú,iu2,iu2
sam,三,4626,sam,sam1,sam1
pîng,平,4615,pêng,ping5,peng5
bah,肉,4608,bah,bah4,bah4
tsio̍h,石,4571,chio̍h,tsioh8,chioh8
suè,細,4559,sòe,sue3,soe3
kak,覺,4559,kak,kak4,kak4
gia̍p,業,4524,gia̍p,giap8,giap8
pàng,放,4507,pàng,pang3,pang3
pau,包,4485,pau,pau1,pau1
tsiú,酒,4471,chiú,tsiu2,chiu2
sio̍k,續,4468,sio̍k,siok8,siok8
kuí,幾,4460,kúi,kui2,kui2
bí,米,4425,bí,bi2,bi2
tn̂g,長,4422,tn̂g,tng5,tng5
má,媽,4398,má,ma2,ma2
būn,問,4385,būn,bun7,bun7
tik,竹,4383,tek,tik4,tek4
tshiūnn,像,4377,chhiūⁿ,tshiunn7,chhiunn7
pah,百,4376,pah,pah4,pah4
iūnn,樣,4375,iūⁿ,iunn7,iunn7
tsìng,正,4364,chèng,tsing3,cheng3
tsiap,接,4351,chiap,tsiap4,chiap4
sái,屎,4331,sái,sai2,sai2
io̍h,藥,4327,io̍h,ioh8,ioh8
lia̍h,掠,4324,lia̍h,liah8,liah8
tué,底,4318,tóe,tue2,toe2
liân,連,4313,liân,lian5,lian5
tsa̍p,十,4304,cha̍p,tsap8,chap8
hāng,項,4298,hāng,hang7,hang7
kim,今,4280,kim,kim1,kim1
hiòng,向,4258,hiòng,hiong3,hiong3
kiù,救,4257,kiù,kiu3,kiu3
kám,敢,4239,kám,kam2,kam2
īng,用,4235,ēng,ing7,eng7
káng,港,4182,káng,kang2,kang2
hiann,兄,4171,hiaⁿ,hiann1,hiann1
to,多,4166,to,to1,to1
suànn,線,4156,sòaⁿ,suann3,soann3
lîng,能,4149,lêng,ling5,leng5
ki,基,4131,ki,ki1,ki1
sīm,甚,4128,sīm,sim7,sim7
tshân,田,4120,chhân,tshan5,chhan5
tshiū,樹,4070,chhiū,tshiu7,chhiu7
sè,勢,4059,sè,se3,se3
o̍h,學,4044,o̍h,oh8,oh8
kuán,館,4027,koán,kuan2,koan2
tsiàn,戰,4010,chiàn,tsian3,chian3
kha,腳,4002,kha,kha1,kha1
siat,設,4002,siat,siat4,siat4
tshiò,笑,3995,chhiò,tshio3,chhio3
tsē,坐,3988,chē,tse7,che7
kheh,客,3978,kheh,kheh4,kheh4
liām,念,3977,liām,liam7,liam7
khuân,權,3973,khoân,khuan5,khoan5
sì,世,3962,sì,si3,si3
tī,治,3960,tī,ti7,ti7
sui,雖,3954,sui,sui1,sui1
má,馬,3953,má,ma2,ma2
siong,傷,3924,siong,siong1,siong1
kan,矸,3922,kan,kan1,kan1
kiû,求,3908,kiû,kiu5,kiu5
kóo,古,3902,kó͘,koo2,koo2
tso̍k,族,3899,cho̍k,tsok8,chok8
kî,期,3897,kî,ki5,ki5
hô,和,3885,hô,ho5,ho5
kái,改,3877,kái,kai2,kai2
hâng,行,3876,hâng,hang5,hang5
thóng,統,3866,thóng,thong2,thong2
liû,流,3829,liû,liu5,liu5
káu,狗,3818,káu,kau2,kau2
uī,為,3816,ūi,ui7,ui7
hūn,份,3815,hūn,hun7,hun7
se,西,3804,se,se1,se1
kài,界,3799,kài,kai3,kai3
tang,東,3791,tang,tang1,tang1
iok,約,3742,iok,iok4,iok4
tsíng,種,3740,chéng,tsing2,cheng2
tò,倒,3732,tò,to3,to3
lī,離,3699,lī,li7,li7
kuan,觀,3698,koan,kuan1,koan1
pn̄g,飯,3685,pn̄g,png7,png7
hāi,害,3678,hāi,hai7,hai7
tiàm,店,3670,tiàm,tiam3,tiam3
sik,式,3669,sek,sik4,sek4
si,詩,3665,si,si1,si1
poo,埔,3662,po͘,poo1,poo1
kut,骨,3660,kut,kut4,kut4
tsí,止,3659,chí,tsi2,chi2
tsiok,足,3647,chiok,tsiok4,chiok4
kî,其,3645,kî,ki5,ki5
tho̍k,讀,3626,tho̍k,thok8,thok8
hāu,校,3610,hāu,hau7,hau7
lí,里,3604,lí,li2,li2
i,醫,3593,i,i1,i1
tsit,此,3586,chit,tsit4,chit4
kak,角,3575,kak,kak4,kak4
kà,教,3568,kà,ka3,ka3
liân,年,3567,liân,lian5,lian5
kòo,顧,3561,kò͘,koo3,koo3
sī,示,3535,sī,si7,si7
kua,歌,3521,koa,kua1,koa1
sán,產,3513,sán,san2,san2
pia̍t,別,3511,pia̍t,piat8,piat8
teh,壓,3507,teh,teh4,teh4
sū,士,3492,sū,su7,su7
tsiànn,正,3491,chiàⁿ,tsiann3,chiann3
tit,得,3486,tit,tit4,tit4
khùn,睏,3486,khùn,khun3,khun3
tang,冬,3477,tang,tang1,tang1
kuann,官,3458,koaⁿ,kuann1,koann1
thài,太,3450,thài,thai3,thai3
tsiòng,將,3441,chiòng,tsiong3,chiong3
tshim,深,3438,chhim,tshim1,chhim1
tê,茶,3426,tê,te5,te5
tann,今,3424,taⁿ,tann1,tann1
hîng,形,3419,hêng,hing5,heng5
àn,按,3419,àn,an3,an3
hn̂g,園,3408,hn̂g,hng5,hng5
bo̍k,牧,3402,bo̍k,bok8,bok8
tsō,造,3400,chō,tso7,cho7
huán,反,3397,hoán,huan2,hoan2
ti̍k,特,3397,te̍k,tik8,tek8
pīnn,病,3392,pīⁿ,pinn7,pinn7
su,輸,3390,su,su1,su1
kù,句,3378,kù,ku3,ku3
sann,衫,3376,saⁿ,sann1,sann1
tuann,單,3371,toaⁿ,tuann1,toann1
sio,燒,3369,sio,sio1,sio1
niû,娘,3365,niû,niu5,niu5
tsuē,罪,3360,chōe,tsue7,choe7
tok,督,3324,tok,tok4,tok4
kè,價,3323,kè,ke3,ke3
kiānn,件,3307,kiāⁿ,kiann7,kiann7
too,都,3302,to͘,too1,too1
tò,到,3301,tò,to3,to3
tsún,準,3291,chún,tsun2,chun2
tiâu,條,3286,tiâu,tiau5,tiau5
phuà,破,3280,phòa,phua3,phoa3
tsûn,船,3270,chûn,tsun5,chun5
tshiánn,請,3261,chhiáⁿ,tshiann2,chhiann2
sìng,聖,3249,sèng,sing3,seng3
tāng,重,3234,tāng,tang7,tang7
sàng,送,3230,sàng,sang3,sang3
tiunn,張,3222,tiuⁿ,tiunn1,tiunn1
bōng,望,3218,bōng,bong7,bong7
khan,牽,3217,khan,khan1,khan1
bī,味,3212,bī,bi7,bi7
ing,英,3210,eng,ing1,eng1
tíng,等,3203,téng,ting2,teng2
kiàn,建,3201,kiàn,kian3,kian3
kánn,敢,3179,káⁿ,kann2,kann2
tshinn,生,3163,chhiⁿ,tshinn1,chhinn1
khuì,氣,3144,khùi,khui3,khui3
tsuá,紙,3134,chóa,tsua2,choa2
tsuan,專,3129,choan,tsuan1,choan1
ti,豬,3126,ti,ti1,ti1
tu,豬,3126,tu,tu1,tu1
kuá,寡,3125,kóa,kua2,koa2
su,思,3123,su,su1,su1
uán,遠,3116,oán,uan2,oan2
tiōng,重,3114,tiōng,tiong7,tiong7
tshàu,臭,3108,chhàu,tshau3,chhau3
tsing,精,3107,cheng,tsing1,cheng1
to̍k,獨,3095,to̍k,tok8,tok8
pái,擺,3083,pái,pai2,pai2
hiáu,曉,3083,hiáu,hiau2,hiau2
suî,隨,3082,sûi,sui5,sui5
kiông,強,3049,kiông,kiong5,kiong5
pa̍t,別,3043,pa̍t,pat8,pat8
siā,謝,3028,siā,sia7,sia7
īnn,院,3016,īⁿ,inn7,inn7
guān,願,3016,goān,guan7,goan7
siàu,少,3010,siàu,siau3,siau3
khó,考,3008,khó,kho2,kho2
jīn,認,3005,jīn,jin7,jin7
tāu,豆,3000,tāu,tau7,tau7
ná,那,2994,ná,na2,na2
tīn,陣,2992,tīn,tin7,tin7
tsiah,隻,2989,chiah,tsiah4,chiah4
kai,該,2986,kai,kai1,kai1
pîng,朋,2984,pêng,ping5,peng5
su,書,2980,su,su1,su1
sái,使,2966,sái,sai2,sai2
lâu,流,2954,lâu,lau5,lau5
tsí,只,2950,chí,tsi2,chi2
pâi,排,2950,pâi,pai5,pai5
tìn,鎮,2950,tìn,tin3,tin3
kuí,鬼,2941,kúi,kui2,kui2
phín,品,2932,phín,phin2,phin2
pâng,房,2928,pâng,pang5,pang5
pòo,布,2924,pò͘,poo3,poo3
làu,落,2916,làu,lau3,lau3
hiông,雄,2901,hiông,hiong5,hiong5
khin,輕,2882,khin,khin1,khin1
kun,軍,2876,kun,kun1,kun1
nâ,林,2875,nâ,na5,na5
hì,戲,2869,hì,hi3,hi3
tsóo,祖,2864,chó͘,tsoo2,choo2
hú,府,2856,hú,hu2,hu2
kiám,檢,2838,kiám,kiam2,kiam2
tó,倒,2836,tó,to2,to2
uá,倚,2834,óa,ua2,oa2
gī,議,2834,gī,gi7,gi7
sòo,數,2832,sò͘,soo3,soo3
tha̍k,讀,2820,tha̍k,thak8,thak8
siang,雙,2816,siang,siang1,siang1
sio̍k,俗,2810,sio̍k,siok8,siok8
siau,消,2810,siau,siau1,siau1
thó,討,2800,thó,tho2,tho2
tôo,徒,2797,tô͘,too5,too5
sian,仙,2792,sian,sian1,sian1
kiû,球,2784,kiû,kiu5,kiu5
tián,展,2778,tián,tian2,tian2
liāu,料,2775,liāu,liau7,liau7
liōng,量,2765,liōng,liong7,liong7
kng,光,2761,kng,kng1,kng1
kè,計,2759,kè,ke3,ke3
thàn,趁,2759,thàn,than3,than3
kíng,景,2750,kéng,king2,keng2
uānn,換,2747,ōaⁿ,uann7,oann7
tsha,差,2740,chha,tsha1,chha1
piān,便,2736,piān,pian7,pian7
tsè,制,2722,chè,tse3,che3
tóng,黨,2708,tóng,tong2,tong2
li̍k,歷,2707,le̍k,lik8,lek8
tsu,資,2706,chu,tsu1,chu1
íng,永,2703,éng,ing2,eng2
phiò,票,2693,phiò,phio3,phio3
kuài,怪,2686,koài,kuai3,koai3
toh,桌,2677,toh,toh4,toh4
lióng,兩,2654,lióng,liong2,liong2
kuán,管,2652,koán,kuan2,koan2
ián,演,2640,ián,ian2,ian2
pī,備,2639,pī,pi7,pi7
phik,拍,2637,phek,phik4,phek4
huì,費,2631,hùi,hui3,hui3
tsi̍p,集,2628,chi̍p,tsip8,chip8
sūn,順,2626,sūn,sun7,sun7
ho̍k,服,2625,ho̍k,hok8,hok8
thih,鐵,2613,thih,thih4,thih4
tik,德,2594,tek,tik4,tek4
ah,呵,2588,ah,ah4,ah4
kūn,近,2586,kūn,kun7,kun7
phê,皮,2583,phê,phe5,phe5
hōo,護,2583,hō͘,hoo7,hoo7
m̄,不,2579,m̄,m7,m7
lîm,林,2578,lîm,lim5,lim5
tán,等,2562,tán,tan2,tan2
tshíng,請,2562,chhéng,tshing2,chheng2
tshun,春,2561,chhun,tshun1,chhun1
bū,務,2544,bū,bu7,bu7
thàu,透,2543,thàu,thau3,thau3
kiōng,共,2539,kiōng,kiong7,kiong7
ki̍p,及,2526,ki̍p,kip8,kip8
gōo,五,2521,gō͘,goo7,goo7
tiām,恬,2516,tiām,tiam7,tiam7
kong,功,2513,kong,kong1,kong1
tsiong,將,2502,chiong,tsiong1,chiong1
siong,相,2500,siong,siong1,siong1
tâu,投,2494,tâu,tau5,tau5
tshòng,創,2493,chhòng,tshong3,chhong3
tshinn,青,2489,chhiⁿ,tshinn1,chhinn1
kam,甘,2482,kam,kam1,kam1
mi̍h,物,2476,mi̍h,mih8,mih8
siânn,城,2472,siâⁿ,siann5,siann5
giām,驗,2471,giām,giam7,giam7
póo,補,2470,pó͘,poo2,poo2
iông,容,2467,iông,iong5,iong5
ióng,養,2466,ióng,iong2,iong2
koo,姑,2461,ko͘,koo1,koo1
tsiòng,眾,2450,chiòng,tsiong3,chiong3
hōo,雨,2449,hō͘,hoo7,hoo7
tshit,七,2425,chhit,tshit4,chhit4
jîn,仁,2425,jîn,jin5,jin5
tì,致,2414,tì,ti3,ti3
tsīn,盡,2410,chīn,tsin7,chin7
kìnn,見,2409,kìⁿ,kinn3,kinn3
tsng,庄,2400,chng,tsng1,chng1
thè,退,2387,thè,the3,the3
tuê,題,2380,tôe,tue5,toe5
tsâi,財,2375,châi,tsai5,chai5
piah,壁,2374,piah,piah4,piah4
hòng,放,2372,hòng,hong3,hong3
sī,視,2371,sī,si7,si7
tiānn,定,2370,tiāⁿ,tiann7,tiann7
tsit,質,2369,chit,tsit4,chit4
mî,暝,2368,mî,mi5,mi5
tsiânn,成,2363,chiâⁿ,tsiann5,chiann5
sué,洗,2363,sóe,sue2,soe2
tsài,再,2362,chài,tsai3,chai3
tsióng,種,2362,chióng,tsiong2,chiong2
tsiáu,鳥,2362,chiáu,tsiau2,chiau2
phīnn,鼻,2360,phīⁿ,phinn7,phinn7
uì,對,2354,ùi,ui3,ui3
thiàu,跳,2351,thiàu,thiau3,thiau3
la̍t,力,2342,la̍t,lat8,lat8
huê,回,2342,hôe,hue5,hoe5
hê,回,2342,hê,he5,he5
si̍p,習,2332,si̍p,sip8,sip8
tshiùnn,唱,2326,chhiùⁿ,tshiunn3,chhiunn3
lú,女,2326,lú,lu2,lu2
tsham,參,2323,chham,tsham1,chham1
su̍t,術,2321,su̍t,sut8,sut8
sái,駛,2319,sái,sai2,sai2
kuann,肝,2310,koaⁿ,kuann1,koann1
kinn,經,2304,kiⁿ,kinn1,kinn1
tshī,飼,2294,chhī,tshi7,chhi7
pan,班,2292,pan,pan1,pan1
uân,完,2285,oân,uan5,oan5
tān,但,2284,tān,tan7,tan7
lâu,樓,2278,lâu,lau5,lau5
jia̍t,熱,2275,jia̍t,jiat8,jiat8
iá,野,2274,iá,ia2,ia2
kóo,鼓,2258,kó͘,koo2,koo2
pînn,平,2251,pîⁿ,pinn5,pinn5
khuài,快,2251,khoài,khuai3,khoai3
kio̍k,局,2245,kio̍k,kiok8,kiok8
kok,各,2238,kok,kok4,kok4
tsí,姊,2236,chí,tsi2,chi2
pô,婆,2236,pô,po5,po5
àn,案,2236,àn,an3,an3
líng,冷,2230,léng,ling2,leng2
lo̍k,樂,2229,lo̍k,lok8,lok8
luān,亂,2228,loān,luan7,loan7
hu,夫,2228,hu,hu1,hu1
jīm,任,2224,jīm,jim7,jim7
lîng,靈,2220,lêng,ling5,leng5
kó,果,2217,kó,ko2,ko2
liân,聯,2216,liân,lian5,lian5
tshian,千,2213,chhian,tshian1,chhian1
he,彼,2206,he,he1,he1
hè,貨,2200,hè,he3,he3
kî,奇,2197,kî,ki5,ki5
huih,血,2188,huih,huih4,huih4
siu,修,2187,siu,siu1,siu1
khò,課,2186,khò,kho3,kho3
tshiat,切,2183,chhiat,tshiat4,chhiat4
tuì,碓,2176,tùi,tui3,tui3
uî,圍,2174,ûi,ui5,ui5
tsuè,最,2169,chòe,tsue3,choe3
tiō,讀,2163,tiō,tio7,tio7
tiō,趙,2163,tiō,tio7,tio7
lia̍p,粒,2160,lia̍p,liap8,liap8
tsìng,證,2160,chèng,tsing3,cheng3
gia̍h,額,2154,gia̍h,giah8,giah8
luē,內,2150,lōe,lue7,loe7
táu,斗,2150,táu,tau2,tau2
ìn,印,2149,ìn,in3,in3
ta,焦,2145,ta,ta1,ta1
ín,引,2143,ín,in2,in2
iû,由,2135,iû,iu5,iu5
tshì,試,2135,chhì,tshi3,chhi3
khak,殼,2134,khak,khak4,khak4
pit,筆,2127,pit,pit4,pit4
pak,腹,2127,pak,pak4,pak4
tsu,珠,2117,chu,tsu1,chu1
